ts,signal_type,city,pocket,buy_price,size_usdc,pnl,won
1775554668.782318,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.998,50.0,0.0002,1
1775554668.782343,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.9985,50.0,0.0001,1
1775554668.782346,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.9985,50.0,0.0001,1
1775554668.782349,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.997,50.0,0.0455,1
1775554668.782353,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.997,50.0,0.0455,1
1775554668.782356,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.997,50.0,0.0455,1
1775554668.7823591,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.9985,50.0,0.0001,1
1775554668.7823622,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.997,50.0,0.0455,1
1775554668.7823648,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.993,50.0,0.2475,1
1775554668.782368,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.9865,50.0,0.5792,1
1775554668.782372,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.96,50.0,1.9783,1
1775554668.782398,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.9975,50.0,0.0203,1
1775554668.782402,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.9965,50.0,0.0706,1
1775554668.7824051,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.9955,50.0,0.121,1
1775554668.782409,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.9855,50.0,0.6307,1
1775554668.782412,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.985,50.0,0.6564,1
1775554668.7824152,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.9545,50.0,2.2784,1
1775554668.78244,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.9885,50.0,0.4767,1
1775554668.782443,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.99,50.0,0.4001,1
1775554668.782447,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.9875,50.0,0.5279,1
1775554668.78245,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.9875,50.0,0.5279,1
1775554668.782453,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.983,50.0,0.7597,1
1775554668.7824562,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.983,50.0,0.7597,1
1775554668.7824588,COLDMATH_NO,chengdu,COLDMATH_NO_EXTREME_TIGHT,0.965,50.0,1.7085,1
1775554668.782474,COLDMATH_NO,chongqing,COLDMATH_NO_EXTREME_TIGHT,0.9965,50.0,0.0706,1
1775554668.782478,COLDMATH_NO,chongqing,COLDMATH_NO_EXTREME_TIGHT,0.998,50.0,0.0002,1
1775554668.782505,COLDMATH_NO,chongqing,COLDMATH_NO_EXTREME_TIGHT,0.9985,50.0,0.0001,1
1775554668.7825139,COLDMATH_NO,chongqing,COLDMATH_NO_EXTREME_TIGHT,0.9985,50.0,0.0001,1
1775554668.782517,COLDMATH_NO,chongqing,COLDMATH_NO_EXTREME_TIGHT,0.9985,50.0,0.0001,1
1775554668.782521,COLDMATH_NO,chongqing,COLDMATH_NO_EXTREME_TIGHT,0.9965,50.0,0.0706,1
1775554668.7825239,COLDMATH_NO,chongqing,COLDMATH_NO_EXTREME_TIGHT,0.996,50.0,0.0958,1
1775554668.782527,COLDMATH_NO,chongqing,COLDMATH_NO_EXTREME_TIGHT,0.9845,50.0,0.6822,1
1775554668.78253,COLDMATH_NO,chongqing,COLDMATH_NO_EXTREME_TIGHT,0.976,50.0,1.1245,1
1775554668.7825348,COLDMATH_NO,chongqing,COLDMATH_NO_EXTREME_TIGHT,0.9955,50.0,0.121,1
1775554668.782538,COLDMATH_NO,chongqing,COLDMATH_NO_EXTREME_TIGHT,0.9885,50.0,0.4767,1
1775554668.782541,COLDMATH_NO,chongqing,COLDMATH_NO_EXTREME_TIGHT,0.9785,50.0,0.9936,1
1775554668.782544,COLDMATH_NO,chongqing,COLDMATH_NO_EXTREME_TIGHT,0.96,50.0,1.9783,1
1775554668.782549,COLDMATH_NO,chongqing,COLDMATH_NO_EXTREME_TIGHT,0.956,50.0,2.1963,1
1775554668.782568,COLDMATH_NO,chongqing,COLDMATH_NO_EXTREME_TIGHT,0.986,50.0,0.6049,1
1775554668.7825768,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.998,50.0,0.0002,1
1775554668.782581,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.9985,50.0,0.0001,1
1775554668.782584,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.9975,50.0,0.0203,1
1775554668.7825868,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.9985,50.0,0.0001,1
1775554668.78259,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.9815,50.0,0.8374,1
1775554668.782594,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.9545,50.0,2.2784,1
1775554668.7826078,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.96,50.0,1.9783,1
1775554668.782617,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.95,50.0,2.5266,1
1775554668.782621,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.9805,50.0,0.8894,1
1775554668.782625,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.98,50.0,0.9154,1
1775554668.782628,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.994,50.0,0.1968,1
1775554668.782631,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.991,50.0,0.3491,1
1775554668.7826402,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.9925,50.0,0.2728,1
1775554668.7826428,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.991,50.0,0.3491,1
1775554668.7826471,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.9985,50.0,0.0001,1
1775554668.78265,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.9935,50.0,0.2221,1
1775554668.7826529,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.9965,50.0,0.0706,1
1775554668.782656,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.993,50.0,0.2475,1
1775554668.782659,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.9895,50.0,0.4256,1
1775554668.782662,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.9855,50.0,0.6307,1
1775554668.782665,COLDMATH_NO,hong kong,COLDMATH_NO_EXTREME_TIGHT,0.955,50.0,2.251,1
1775554668.782676,COLDMATH_NO,taipei,COLDMATH_NO_EXTREME_TIGHT,0.9965,50.0,0.0706,1
1775554668.782679,COLDMATH_NO,taipei,COLDMATH_NO_EXTREME_TIGHT,0.993,50.0,0.2475,1
1775554668.7826822,COLDMATH_NO,taipei,COLDMATH_NO_EXTREME_TIGHT,0.976,50.0,1.1245,1
1775554668.782712,COLDMATH_NO,taipei,COLDMATH_NO_EXTREME_TIGHT,0.9645,50.0,1.7353,1
1775554668.782733,COLDMATH_NO,taipei,COLDMATH_NO_EXTREME_TIGHT,0.962,50.0,1.8701,1
1775554668.7827368,COLDMATH_NO,taipei,COLDMATH_NO_EXTREME_TIGHT,0.96,50.0,1.9783,1
1775554668.7827451,COLDMATH_NO,taipei,COLDMATH_NO_EXTREME_TIGHT,0.959,50.0,2.0326,1
1775554668.782748,COLDMATH_NO,taipei,COLDMATH_NO_EXTREME_TIGHT,0.984,50.0,0.708,1
1775554668.782751,COLDMATH_NO,taipei,COLDMATH_NO_EXTREME_TIGHT,0.984,50.0,0.708,1
1775554668.78277,COLDMATH_NO,taipei,COLDMATH_NO_EXTREME_TIGHT,0.9645,50.0,1.7353,1
1775554668.782773,COLDMATH_NO,taipei,COLDMATH_NO_EXTREME_TIGHT,0.9795,50.0,0.9415,1
1775554668.782776,COLDMATH_NO,taipei,COLDMATH_NO_EXTREME_TIGHT,0.9885,50.0,0.4767,1
1775554668.782822,COLDMATH_NO,singapore,COLDMATH_NO_EXTREME_TIGHT,0.9985,50.0,0.0001,1
1775554668.782826,COLDMATH_NO,singapore,COLDMATH_NO_EXTREME_TIGHT,0.9795,50.0,0.9415,1
1775554668.7828312,COLDMATH_NO,singapore,COLDMATH_NO_EXTREME_TIGHT,0.997,50.0,0.0455,1
1775554668.7828338,COLDMATH_NO,singapore,COLDMATH_NO_EXTREME_TIGHT,0.9985,50.0,0.0001,1
1775554668.782838,COLDMATH_NO,singapore,COLDMATH_NO_EXTREME_TIGHT,0.9985,50.0,0.0001,1
1775554668.7828412,COLDMATH_NO,singapore,COLDMATH_NO_EXTREME_TIGHT,0.9985,50.0,0.0001,1
1775554668.7828438,COLDMATH_NO,singapore,COLDMATH_NO_EXTREME_TIGHT,0.9855,50.0,0.6307,1
1775554668.782847,COLDMATH_NO,singapore,COLDMATH_NO_EXTREME_TIGHT,0.9605,50.0,1.9512,1
1775554668.7828522,COLDMATH_NO,singapore,COLDMATH_NO_EXTREME_TIGHT,0.9785,50.0,0.9936,1
1775554668.7828622,COLDMATH_NO,singapore,COLDMATH_NO_EXTREME_TIGHT,0.996,50.0,0.0958,1
1775554668.7828648,COLDMATH_NO,singapore,COLDMATH_NO_EXTREME_TIGHT,0.9985,50.0,0.0001,1
1775554668.782868,COLDMATH_NO,singapore,COLDMATH_NO_EXTREME_TIGHT,0.9945,50.0,0.1715,1
1775554668.782871,COLDMATH_NO,singapore,COLDMATH_NO_EXTREME_TIGHT,0.9635,50.0,1.7891,1
1775554668.782882,COLDMATH_NO,singapore,COLDMATH_NO_EXTREME_TIGHT,0.97,50.0,1.4414,1
1775554668.782905,COLDMATH_NO,tokyo,COLDMATH_NO_EXTREME_TIGHT,0.9985,50.0,0.0001,1
1775554668.782908,COLDMATH_NO,tokyo,COLDMATH_NO_EXTREME_TIGHT,0.9975,50.0,0.0203,1
1775554668.782912,COLDMATH_NO,tokyo,COLDMATH_NO_EXTREME_TIGHT,0.997,50.0,0.0455,1
1775554668.782918,COLDMATH_NO,tokyo,COLDMATH_NO_EXTREME_TIGHT,0.9895,50.0,0.4256,1
1775554668.782921,COLDMATH_NO,tokyo,COLDMATH_NO_EXTREME_TIGHT,0.9655,50.0,1.6816,1
1775554668.782926,COLDMATH_NO,tokyo,COLDMATH_NO_EXTREME_TIGHT,0.96,50.0,1.9783,1
1775554668.782929,COLDMATH_NO,tokyo,COLDMATH_NO_EXTREME_TIGHT,0.996,50.0,0.0958,1
1775554668.782932,COLDMATH_NO,tokyo,COLDMATH_NO_EXTREME_TIGHT,0.998,50.0,0.0002,1
1775554668.782936,COLDMATH_NO,tokyo,COLDMATH_NO_EXTREME_TIGHT,0.994,50.0,0.1968,1
1775554668.782939,COLDMATH_NO,tokyo,COLDMATH_NO_EXTREME_TIGHT,0.994,50.0,0.1968,1
1775554668.782942,COLDMATH_NO,tokyo,COLDMATH_NO_EXTREME_TIGHT,0.974,50.0,1.2297,1
1775554668.782947,COLDMATH_NO,tokyo,COLDMATH_NO_EXTREME_TIGHT,0.956,50.0,2.1963,1
1775554668.782953,COLDMATH_NO,tokyo,COLDMATH_NO_EXTREME_TIGHT,0.9875,50.0,0.5279,1
1775554668.782964,COLDMATH_NO,tokyo,COLDMATH_NO_EXTREME_TIGHT,0.9915,50.0,0.3236,1
1775554668.782968,COLDMATH_NO,tokyo,COLDMATH_NO_EXTREME_TIGHT,0.9915,50.0,0.3236,1
1775554668.782971,COLDMATH_NO,tokyo,COLDMATH_NO_EXTREME_TIGHT,0.9725,50.0,1.3089,1
1775554668.782974,COLDMATH_NO,tokyo,COLDMATH_NO_EXTREME_TIGHT,0.9555,50.0,2.2236,1
1775554668.782988,COLDMATH_NO,seoul,COLDMATH_NO_EXTREME_TIGHT,0.9985,50.0,0.0001,1
1775554668.7829912,COLDMATH_NO,seoul,COLDMATH_NO_EXTREME_TIGHT,0.9965,50.0,0.0706,1
1775554668.782995,COLDMATH_NO,seoul,COLDMATH_NO_EXTREME_TIGHT,0.994,50.0,0.1968,1
1775554668.782998,COLDMATH_NO,seoul,COLDMATH_NO_EXTREME_TIGHT,0.9895,50.0,0.4256,1
1775554668.7830012,COLDMATH_NO,seoul,COLDMATH_NO_EXTREME_TIGHT,0.982,50.0,0.8115,1
1775554668.7830038,COLDMATH_NO,seoul,COLDMATH_NO_EXTREME_TIGHT,0.9505,50.0,2.4989,1
1775554668.783009,COLDMATH_NO,seoul,COLDMATH_NO_EXTREME_TIGHT,0.9945,50.0,0.1715,1
1775554668.7830122,COLDMATH_NO,seoul,COLDMATH_NO_EXTREME_TIGHT,0.991,50.0,0.3491,1
1775554668.7830179,COLDMATH_NO,seoul,COLDMATH_NO_EXTREME_TIGHT,0.981,50.0,0.8634,1
1775554668.783021,COLDMATH_NO,seoul,COLDMATH_NO_EXTREME_TIGHT,0.9575,50.0,2.1143,1
1775554668.783026,COLDMATH_NO,seoul,COLDMATH_NO_EXTREME_TIGHT,0.9905,50.0,0.3746,1
1775554668.783029,COLDMATH_NO,seoul,COLDMATH_NO_EXTREME_TIGHT,0.997,50.0,0.0455,1
1775554668.7830331,COLDMATH_NO,seoul,COLDMATH_NO_EXTREME_TIGHT,0.966,50.0,1.6548,1
1775554668.783036,COLDMATH_NO,seoul,COLDMATH_NO_EXTREME_TIGHT,0.97,50.0,1.4414,1
1775554668.783052,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.9775,50.0,1.0459,1
1775554668.783062,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.9945,50.0,0.1715,1
1775554668.783067,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.9955,50.0,0.121,1
1775554668.783071,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.9975,50.0,0.0203,1
1775554668.7830741,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.9985,50.0,0.0001,1
1775554668.783078,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.9965,50.0,0.0706,1
1775554668.783081,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.997,50.0,0.0455,1
1775554668.783085,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.9655,50.0,1.6816,1
1775554668.7830882,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.976,50.0,1.1245,1
1775554668.7830908,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.979,50.0,0.9675,1
1775554668.783094,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.988,50.0,0.5023,1
1775554668.7830982,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.9975,50.0,0.0203,1
1775554668.783103,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.995,50.0,0.1463,1
1775554668.7831092,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.998,50.0,0.0002,1
1775554668.783115,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.9975,50.0,0.0203,1
1775554668.783124,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.9785,50.0,0.9936,1
1775554668.783127,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.989,50.0,0.4511,1
1775554668.7831302,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.996,50.0,0.0958,1
1775554668.783133,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.9975,50.0,0.0203,1
1775554668.783136,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.9955,50.0,0.121,1
1775554668.783139,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.95,50.0,2.5266,1
1775554668.783144,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.96,50.0,1.9783,1
1775554668.783147,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.9725,50.0,1.3089,1
1775554668.7831502,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.979,50.0,0.9675,1
1775554668.7831528,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.9885,50.0,0.4767,1
1775554668.783159,COLDMATH_NO,lucknow,COLDMATH_NO_EXTREME_TIGHT,0.9905,50.0,0.3746,1
1775554668.7831721,COLDMATH_NO,tel aviv,COLDMATH_NO_LONG_TTR,0.9995,50.0,0.0,1
1775554668.783177,COLDMATH_NO,tel aviv,COLDMATH_NO_LONG_TTR,0.988,50.0,0.5023,1
1775554668.78318,COLDMATH_NO,tel aviv,COLDMATH_NO_LONG_TTR,0.9955,50.0,0.121,1
1775554668.783183,COLDMATH_NO,tel aviv,COLDMATH_NO_EXTREME_TIGHT,0.997,50.0,0.0455,1
1775554668.783187,COLDMATH_NO,tel aviv,COLDMATH_NO_EXTREME_TIGHT,0.994,50.0,0.1968,1
1775554668.78319,COLDMATH_NO,tel aviv,COLDMATH_NO_EXTREME_TIGHT,0.9915,50.0,0.3236,1
1775554668.783193,COLDMATH_NO,tel aviv,COLDMATH_NO_EXTREME_TIGHT,0.9785,50.0,0.9936,1
1775554668.783196,COLDMATH_NO,tel aviv,COLDMATH_NO_EXTREME_TIGHT,0.9695,50.0,1.468,1
1775554668.7832,COLDMATH_NO,tel aviv,COLDMATH_NO_EXTREME_TIGHT,0.954,50.0,2.3059,1
1775554668.7832031,COLDMATH_NO,tel aviv,COLDMATH_NO_EXTREME_TIGHT,0.9845,50.0,0.6822,1
1775554668.783206,COLDMATH_NO,tel aviv,COLDMATH_NO_EXTREME_TIGHT,0.9905,50.0,0.3746,1
1775554668.78321,COLDMATH_NO,tel aviv,COLDMATH_NO_EXTREME_TIGHT,0.9935,50.0,0.2221,1
1775554668.7832131,COLDMATH_NO,tel aviv,COLDMATH_NO_EXTREME_TIGHT,0.9695,50.0,1.468,1
1775554668.7832162,COLDMATH_NO,tel aviv,COLDMATH_NO_EXTREME_TIGHT,0.962,50.0,1.8701,1
1775554668.7832189,COLDMATH_NO,tel aviv,COLDMATH_NO_EXTREME_TIGHT,0.96,50.0,1.9783,1
1775554668.783226,COLDMATH_NO,tel aviv,COLDMATH_NO_EXTREME_TIGHT,0.9795,50.0,0.9415,1
1775554668.7832289,COLDMATH_NO,tel aviv,COLDMATH_NO_EXTREME_TIGHT,0.998,50.0,0.0002,1
1775554668.783233,COLDMATH_NO,tel aviv,COLDMATH_NO_EXTREME_TIGHT,0.9875,50.0,0.5279,1
1775554668.783236,COLDMATH_NO,tel aviv,COLDMATH_NO_EXTREME_TIGHT,0.9695,50.0,1.468,1
1775554668.783246,COLDMATH_NO,tel aviv,COLDMATH_NO_EXTREME_TIGHT,0.955,50.0,2.251,1
1775554668.783249,COLDMATH_NO,tel aviv,COLDMATH_NO_EXTREME_TIGHT,0.9655,50.0,1.6816,1
1775554668.783252,COLDMATH_NO,tel aviv,COLDMATH_NO_EXTREME_TIGHT,0.962,50.0,1.8701,1
1775554668.7832608,COLDMATH_NO,moscow,COLDMATH_NO_LONG_TTR,0.9995,50.0,0.0,1
1775554668.783265,COLDMATH_NO,moscow,COLDMATH_NO_LONG_TTR,0.9995,50.0,0.0,1
1775554668.7832692,COLDMATH_NO,moscow,COLDMATH_NO_LONG_TTR,0.979,50.0,0.9675,1
1775554668.783276,COLDMATH_NO,moscow,COLDMATH_NO_LONG_TTR,0.9595,50.0,2.0055,1
1775554668.7832801,COLDMATH_NO,moscow,COLDMATH_NO_LONG_TTR,0.985,50.0,0.6564,1
1775554668.783283,COLDMATH_NO,moscow,COLDMATH_NO_LONG_TTR,0.994,50.0,0.1968,1
1775554668.7832892,COLDMATH_NO,moscow,COLDMATH_NO_LONG_TTR,0.997,50.0,0.0455,1
1775554668.7832918,COLDMATH_NO,moscow,COLDMATH_NO_EXTREME_TIGHT,0.982,50.0,0.8115,1
1775554668.783297,COLDMATH_NO,moscow,COLDMATH_NO_EXTREME_TIGHT,0.9575,50.0,2.1143,1
1775554668.783301,COLDMATH_NO,moscow,COLDMATH_NO_EXTREME_TIGHT,0.968,50.0,1.5479,1
1775554668.783304,COLDMATH_NO,moscow,COLDMATH_NO_EXTREME_TIGHT,0.984,50.0,0.708,1
1775554668.783307,COLDMATH_NO,moscow,COLDMATH_NO_EXTREME_TIGHT,0.9975,50.0,0.0203,1
1775554668.7833102,COLDMATH_NO,moscow,COLDMATH_NO_EXTREME_TIGHT,0.983,50.0,0.7597,1
1775554668.7833128,COLDMATH_NO,moscow,COLDMATH_NO_EXTREME_TIGHT,0.9625,50.0,1.8431,1
1775554668.783316,COLDMATH_NO,moscow,COLDMATH_NO_EXTREME_TIGHT,0.9685,50.0,1.5212,1
1775554668.783324,COLDMATH_NO,moscow,COLDMATH_NO_EXTREME_TIGHT,0.9845,50.0,0.6822,1
1775554668.7833269,COLDMATH_NO,moscow,COLDMATH_NO_EXTREME_TIGHT,0.982,50.0,0.8115,1
1775554668.78333,COLDMATH_NO,moscow,COLDMATH_NO_EXTREME_TIGHT,0.985,50.0,0.6564,1
1775554668.783333,COLDMATH_NO,moscow,COLDMATH_NO_EXTREME_TIGHT,0.9675,50.0,1.5746,1
1775554668.783336,COLDMATH_NO,moscow,COLDMATH_NO_EXTREME_TIGHT,0.962,50.0,1.8701,1
1775554668.783339,COLDMATH_NO,moscow,COLDMATH_NO_EXTREME_TIGHT,0.969,50.0,1.4946,1
1775554668.7833421,COLDMATH_NO,moscow,COLDMATH_NO_EXTREME_TIGHT,0.968,50.0,1.5479,1
1775554668.7833622,COLDMATH_NO,kuala lumpur,COLDMATH_NO_EXTREME_TIGHT,0.9925,50.0,0.2728,1
1775554668.783366,EXACT_BIN_YES,kuala lumpur,EXACT_BIN_YES_CERT,0.9945,50.0,0.1715,1
1775554668.783373,COLDMATH_NO,kuala lumpur,COLDMATH_NO_EXTREME_TIGHT,0.9945,50.0,0.1715,1
1775554668.783376,COLDMATH_NO,kuala lumpur,COLDMATH_NO_EXTREME_TIGHT,0.989,50.0,0.4511,1
1775554668.7833788,COLDMATH_NO,kuala lumpur,COLDMATH_NO_EXTREME_TIGHT,0.9845,50.0,0.6822,1
1775554668.783382,COLDMATH_NO,kuala lumpur,COLDMATH_NO_EXTREME_TIGHT,0.9685,50.0,1.5212,1
1775554668.78339,COLDMATH_NO,kuala lumpur,COLDMATH_NO_EXTREME_TIGHT,0.96,50.0,1.9783,1
1775554668.783396,COLDMATH_NO,kuala lumpur,COLDMATH_NO_EXTREME_TIGHT,0.993,50.0,0.2475,1
1775554668.783402,COLDMATH_NO,kuala lumpur,COLDMATH_NO_EXTREME_TIGHT,0.9755,50.0,1.1508,1
1775554668.7834089,COLDMATH_NO,kuala lumpur,COLDMATH_NO_EXTREME_TIGHT,0.974,50.0,1.2297,1
1775554668.783412,COLDMATH_NO,kuala lumpur,COLDMATH_NO_EXTREME_TIGHT,0.998,50.0,0.0002,1
1775554668.783415,COLDMATH_NO,kuala lumpur,COLDMATH_NO_EXTREME_TIGHT,0.985,50.0,0.6564,1
1775554668.783419,COLDMATH_NO,kuala lumpur,COLDMATH_NO_EXTREME_TIGHT,0.9965,50.0,0.0706,1
1775554668.783422,COLDMATH_NO,kuala lumpur,COLDMATH_NO_EXTREME_TIGHT,0.9935,50.0,0.2221,1
1775554668.783426,COLDMATH_NO,kuala lumpur,COLDMATH_NO_EXTREME_TIGHT,0.9695,50.0,1.468,1
1775554668.7834291,COLDMATH_NO,kuala lumpur,COLDMATH_NO_EXTREME_TIGHT,0.958,50.0,2.0871,1
1775554668.783442,SPEEDA_YES,jakarta,SPEEDA_YES_CONFIRMED,0.8955,50.0,5.7297,1
1775554668.783446,COLDMATH_NO,jakarta,COLDMATH_NO_EXTREME_TIGHT,0.981,50.0,0.8634,1
1775554668.7834492,COLDMATH_NO,jakarta,COLDMATH_NO_EXTREME_TIGHT,0.9965,50.0,0.0706,1
1775554668.783456,COLDMATH_NO,jakarta,COLDMATH_NO_EXTREME_TIGHT,0.996,50.0,0.0958,1
1775554668.7834618,COLDMATH_NO,jakarta,COLDMATH_NO_EXTREME_TIGHT,0.991,50.0,0.3491,1
1775554668.783468,COLDMATH_NO,jakarta,COLDMATH_NO_EXTREME_TIGHT,0.9805,50.0,0.8894,1
1775554668.783474,COLDMATH_NO,jakarta,COLDMATH_NO_EXTREME_TIGHT,0.996,50.0,0.0958,1
1775554668.783478,COLDMATH_NO,jakarta,COLDMATH_NO_EXTREME_TIGHT,0.962,50.0,1.8701,1
1775554668.783484,COLDMATH_NO,jakarta,COLDMATH_NO_EXTREME_TIGHT,0.9955,50.0,0.121,1
1775554668.783487,COLDMATH_NO,jakarta,COLDMATH_NO_EXTREME_TIGHT,0.9945,50.0,0.1715,1
1775554668.7834911,COLDMATH_NO,jakarta,COLDMATH_NO_EXTREME_TIGHT,0.9605,50.0,1.9512,1
1775554668.783495,COLDMATH_NO,jakarta,COLDMATH_NO_EXTREME_TIGHT,0.955,50.0,2.251,1
1775554668.783498,COLDMATH_NO,jakarta,COLDMATH_NO_EXTREME_TIGHT,0.9875,50.0,0.5279,1
1775554668.7835011,COLDMATH_NO,jakarta,COLDMATH_NO_EXTREME_TIGHT,0.9885,50.0,0.4767,1
1775554668.7835038,COLDMATH_NO,jakarta,COLDMATH_NO_EXTREME_TIGHT,0.974,50.0,1.2297,1
1775554668.78352,COLDMATH_NO,busan,COLDMATH_NO_EXTREME_TIGHT,0.9985,50.0,0.0001,1
1775554668.783523,COLDMATH_NO,busan,COLDMATH_NO_EXTREME_TIGHT,0.9985,50.0,0.0001,1
1775554668.78353,COLDMATH_NO,busan,COLDMATH_NO_EXTREME_TIGHT,0.9975,50.0,0.0203,1
1775554668.783533,COLDMATH_NO,busan,COLDMATH_NO_EXTREME_TIGHT,0.9985,50.0,0.0001,1
1775554668.78354,COLDMATH_NO,busan,COLDMATH_NO_EXTREME_TIGHT,0.996,50.0,0.0958,1
1775554668.783545,COLDMATH_NO,busan,COLDMATH_NO_EXTREME_TIGHT,0.9845,50.0,0.6822,1
1775554668.78355,COLDMATH_NO,busan,COLDMATH_NO_EXTREME_TIGHT,0.9795,50.0,0.9415,1
1775554668.783554,COLDMATH_NO,busan,COLDMATH_NO_EXTREME_TIGHT,0.96,50.0,1.9783,1
1775554668.783563,COLDMATH_NO,busan,COLDMATH_NO_EXTREME_TIGHT,0.993,50.0,0.2475,1
1775554668.783566,COLDMATH_NO,busan,COLDMATH_NO_EXTREME_TIGHT,0.95,50.0,2.5266,1
1775554668.7835698,COLDMATH_NO,busan,COLDMATH_NO_EXTREME_TIGHT,0.982,50.0,0.8115,1
1775554668.783573,COLDMATH_NO,busan,COLDMATH_NO_EXTREME_TIGHT,0.9945,50.0,0.1715,1
1775554668.783576,COLDMATH_NO,busan,COLDMATH_NO_EXTREME_TIGHT,0.9655,50.0,1.6816,1
